,title_without_year,year,main_genre,MPAA-Rating,Runtime,Distributor,Budget_$,Domestic_$,International_$,total_revenue_$,imdb_rating
1367,Something Borrowed ,2011,Comedy,PG-13,112,Warner Bros.,"$35,000,000","$39,046,489","$26,053,880","$65,100,369",5.8
1368,Space Chimps ,2008,Comedy,,81,Twentieth Century Fox,"$37,000,000","$30,105,968","$34,991,725","$65,097,693",4.5
1369,Zathura: A Space Adventure ,2005,Sci-Fi,PG,101,Sony Pictures Entertainment (SPE),"$65,000,000","$29,258,869","$35,820,235","$65,079,104",6.3
1370,K-PAX ,2001,Mystery,PG-13,120,Universal Pictures,"$68,000,000","$50,338,485","$14,663,000","$65,001,485",7.4
1371,The Benchwarmers ,2006,Sport,PG-13,85,Revolution Studios,"$33,000,000","$59,843,754","$5,118,875","$64,962,629",5.5
1372,Lions for Lambs ,2007,War,R,92,United Artists,"$35,000,000","$15,002,854","$49,808,686","$64,811,540",6.2
1373,Hot Tub Time Machine ,2010,Sci-Fi,R,101,Metro-Goldwyn-Mayer (MGM),"$36,000,000","$50,287,556","$14,448,196","$64,735,752",6.4
1374,God's Not Dead ,2014,Drama,PG,113,Freestyle Releasing,"$2,000,000","$60,755,732","$3,912,142","$64,667,874",4.6
1375,The Darkest Hour ,2011,Thriller,PG-13,89,Summit Entertainment,"$30,000,000","$21,443,494","$43,183,292","$64,626,786",4.9
1376,Happy Death Day 2U ,2019,Sci-Fi,PG-13,100,Universal Pictures,"$9,000,000","$28,148,130","$36,452,022","$64,600,152",6.2
1377,Baby Mama ,2008,Romance,PG-13,99,Universal Pictures,"$30,000,000","$60,494,212","$3,950,501","$64,444,713",6.0
1378,Kiss of the Dragon ,2001,Crime,R,98,Twentieth Century Fox,"$25,000,000","$36,845,124","$27,592,723","$64,437,847",6.6
1379,Fences ,2016,Drama,PG-13,139,Paramount Pictures,"$24,000,000","$57,682,904","$6,731,857","$64,414,761",7.2
1380,The Boy ,2016,Mystery,PG-13,97,STX Entertainment,"$10,000,000","$35,819,556","$28,368,811","$64,188,367",6.0
1381,Hanna ,2011,Thriller,PG-13,111,Focus Features,"$30,000,000","$40,259,119","$23,522,959","$63,782,078",6.7
1382,High Crimes ,2002,Crime,PG-13,115,Twentieth Century Fox,"$42,000,000","$41,543,917","$22,237,893","$63,781,810",6.4
1383,Precious ,2009,Drama,R,110,Lionsgate,"$10,000,000","$47,566,524","$16,083,005","$63,649,529",7.3
1384,"Hail, Caesar! ",2016,Drama,PG-13,106,Universal Pictures,"$22,000,000","$30,498,085","$33,149,571","$63,647,656",6.3
1385,Footloose ,2011,Music,PG-13,113,Paramount Pictures,"$24,000,000","$51,802,742","$11,740,586","$63,543,328",6.6
1386,Conan the Barbarian ,2011,Fantasy,R,113,Lionsgate,"$90,000,000","$21,295,021","$42,228,262","$63,523,283",6.9
1387,Colombiana ,2011,Action,PG-13,108,TriStar Pictures,"$40,000,000","$36,665,854","$26,792,586","$63,458,440",6.4
1388,Madea's Family Reunion ,2006,Drama,PG-13,107,Lionsgate,"$6,000,000","$63,318,000","$50,939","$63,368,939",5.3
1389,The Host ,2013,Drama,PG-13,125,Open Road Films (II),"$40,000,000","$26,627,201","$36,738,658","$63,365,859",7.1
1390,Jeepers Creepers 2 ,2003,Horror,R,106,United Artists,"$17,000,000","$35,667,218","$27,435,448","$63,102,666",5.7
1391,The Longest Ride ,2015,Western,PG-13,123,Twentieth Century Fox,"$34,000,000","$37,446,117","$25,498,698","$62,944,815",7.0
1392,Unfriended ,2015,Horror,R,83,Universal Pictures,"$1,000,000","$32,482,090","$30,400,000","$62,882,090",5.6
1393,The Mountain Between Us ,2017,Drama,PG-13,112,Twentieth Century Fox,"$35,000,000","$30,348,555","$32,483,654","$62,832,209",6.4
1394,The Star ,2017,Fantasy,PG,86,Sony Pictures Entertainment (SPE),"$20,000,000","$40,852,824","$21,960,150","$62,812,974",6.3
1395,Inkheart ,2009,Fantasy,PG,106,Warner Bros.,"$60,000,000","$17,303,424","$45,499,756","$62,803,180",6.1
1396,The Nice Guys ,2016,Comedy,R,116,Warner Bros.,"$50,000,000","$36,261,763","$26,526,455","$62,788,218",7.4
1397,Beauty and the Beast ,2012,Fantasy,,84,Walt Disney Studios Motion Pictures,"$25,000,000","$47,617,067","$15,150,762","$62,767,829",8.0
1398,Proof of Life ,2000,Thriller,R,135,Warner Bros.,"$65,000,000","$32,598,931","$30,162,074","$62,761,005",6.3
1399,Runner Runner ,2013,Crime,R,88,Twentieth Century Fox,"$30,000,000","$19,316,646","$43,358,449","$62,675,095",5.6
1400,After the Sunset ,2004,Comedy,PG-13,97,New Line Cinema,"$60,000,000","$28,331,233","$34,326,635","$62,657,868",6.2
1401,Snow Day ,2000,Adventure,PG,89,Paramount Pictures,"$13,000,000","$60,020,107","$2,444,624","$62,464,731",5.2
1402,Year One ,2009,Comedy,PG-13,97,Sony Pictures Entertainment (SPE),"$60,000,000","$43,337,279","$19,020,621","$62,357,900",4.9
1403,Like Mike ,2002,Fantasy,PG,99,Twentieth Century Fox,"$30,000,000","$51,432,760","$10,842,020","$62,274,780",5.4
1404,Honey ,2003,Drama,PG-13,94,Universal Pictures,"$18,000,000","$30,308,417","$31,919,978","$62,228,395",5.3
1405,28 Days ,2000,Drama,PG-13,103,Sony Pictures Entertainment (SPE),"$43,000,000","$37,170,488","$25,028,457","$62,198,945",6.1
1406,47 Meters Down ,2017,Thriller,PG-13,89,Entertainment Studios Motion Pictures,"$5,300,000","$44,307,191","$17,880,338","$62,187,529",5.6
1407,Captain Corelli's Mandolin ,2001,Romance,R,131,Universal Pictures,"$57,000,000","$25,543,895","$36,569,000","$62,112,895",5.9
1408,Snakes on a Plane ,2006,Action,R,105,New Line Cinema,"$33,000,000","$34,020,814","$28,001,200","$62,022,014",5.5
1409,Friday Night Lights ,2004,Drama,PG-13,118,Universal Pictures,"$30,000,000","$61,255,921","$694,849","$61,950,770",8.7
1410,Valiant ,2005,War,G,76,Walt Disney Studios Motion Pictures,"$35,000,000","$19,478,106","$42,268,782","$61,746,888",5.5
1411,"Everything, Everything ",2017,Drama,PG-13,96,Warner Bros.,"$10,000,000","$34,121,140","$27,500,000","$61,621,140",6.3
1412,Woman in Gold ,2015,Drama,PG-13,109,The Weinstein Company,"$11,000,000","$33,307,793","$28,311,980","$61,619,773",7.3
1413,Ninja Assassin ,2009,Thriller,R,99,Warner Bros.,"$40,000,000","$38,122,883","$23,478,397","$61,601,280",6.3
1414,Krampus ,2015,Comedy,PG-13,98,Universal Pictures,"$15,000,000","$42,725,475","$18,823,232","$61,548,707",6.2
1415,Bombshell ,2019,Drama,R,109,Lionsgate,"$32,000,000","$31,762,808","$29,641,586","$61,404,394",6.8
1416,A History of Violence ,2005,Thriller,R,96,New Line Cinema,"$32,000,000","$31,504,633","$29,880,432","$61,385,065",7.4
1417,The Legend of Hercules ,2014,Adventure,PG-13,99,Lionsgate,"$70,000,000","$18,848,538","$42,430,914","$61,279,452",4.2
1418,The Walk ,2015,Adventure,PG,123,TriStar Pictures,"$35,000,000","$10,137,502","$51,044,440","$61,181,942",7.3
1419,Crossroads ,2002,Drama,PG-13,93,Paramount Pictures,"$12,000,000","$37,191,304","$23,949,726","$61,141,030",3.7
1420,Ma ,2019,Thriller,R,99,Universal Pictures,"$5,000,000","$45,896,028","$15,209,644","$61,105,672",5.6
1421,Marie Antoinette ,2006,Romance,PG-13,123,Sony Pictures Entertainment (SPE),"$40,000,000","$15,962,471","$44,954,718","$60,917,189",6.5
1422,Snatched ,2017,Adventure,R,90,Twentieth Century Fox,"$42,000,000","$45,852,178","$14,993,533","$60,845,711",4.7
1423,Kick-Ass 2 ,2013,Action,R,103,Universal Pictures,"$28,000,000","$28,795,985","$32,000,000","$60,795,985",6.5
1424,127 Hours ,2010,Drama,R,94,Fox Searchlight Pictures,"$18,000,000","$18,335,230","$42,403,567","$60,738,797",7.5
1425,500 Days of Summer ,2009,Romance,PG-13,95,Fox Searchlight Pictures,"$7,500,000","$32,391,374","$28,331,360","$60,722,734",7.7
1426,The Wild Thornberrys ,2002,Animation,PG,85,Paramount Pictures,"$25,000,000","$40,108,697","$20,586,040","$60,694,737",6.6
1427,Why Did I Get Married Too? ,2010,Drama,PG-13,121,Lionsgate,"$20,000,000","$60,095,852","$578,120","$60,673,972",4.7
1428,21 Grams ,2003,Thriller,R,124,Focus Features,"$20,000,000","$16,290,476","$44,137,363","$60,427,839",7.6
1429,The Ghost Writer ,2010,Crime,PG-13,128,Summit Entertainment,"$45,000,000","$15,541,549","$44,789,898","$60,331,447",7.2
1430,My Little Pony: The Movie ,2017,Family,PG,99,Lionsgate,"$6,500,000","$21,885,107","$38,445,726","$60,330,833",6.1
1431,Secretariat ,2010,Drama,PG,123,Walt Disney Studios Motion Pictures,"$35,000,000","$59,713,955","$607,906","$60,321,861",7.2
1432,The Insider ,1999,Drama,R,157,Walt Disney Studios Motion Pictures,"$90,000,000","$29,089,912","$31,200,000","$60,289,912",7.8
1433,The Perfect Guy ,2015,Thriller,PG-13,100,Screen Gems,"$12,000,000","$57,027,435","$3,245,738","$60,273,173",5.6
1434,The International ,2009,Mystery,R,118,Sony Pictures Entertainment (SPE),"$50,000,000","$25,450,527","$34,803,316","$60,253,843",6.5
1435,A Haunted House ,2013,Fantasy,R,86,Open Road Films (II),"$2,500,000","$40,041,683","$20,117,901","$60,159,584",5.0
1436,Beautiful Creatures ,2013,Drama,PG-13,124,Warner Bros.,"$60,000,000","$19,452,138","$40,600,000","$60,052,138",6.1
1437,Morning Glory ,2010,Romance,PG-13,107,Paramount Pictures,"$40,000,000","$31,011,732","$29,029,244","$60,040,976",6.5
1438,Son of the Mask ,2005,Family,PG,94,New Line Cinema,"$84,000,000","$17,018,422","$42,963,126","$59,981,548",2.3
1439,Keeping the Faith ,2000,Drama,PG-13,128,Walt Disney Studios Motion Pictures,"$29,000,000","$37,047,880","$22,897,303","$59,945,183",6.4
1440,Adrift ,2018,Romance,PG-13,96,STX Entertainment,"$35,000,000","$31,445,012","$28,500,000","$59,945,012",6.6
1441,Next Friday ,2000,Comedy,R,98,New Line Cinema,"$11,000,000","$57,328,603","$2,498,725","$59,827,328",6.1
1442,The Flintstones in Viva Rock Vegas ,2000,Comedy,PG,90,Universal Pictures,"$83,000,000","$35,268,275","$24,200,000","$59,468,275",3.7
1443,Rock of Ages ,2012,Drama,PG-13,123,Warner Bros.,"$75,000,000","$38,518,613","$20,900,000","$59,418,613",5.9
1444,One Day ,2011,Romance,PG-13,107,Focus Features,"$15,000,000","$13,843,771","$45,545,662","$59,389,433",7.0
1445,The Gift ,2015,Mystery,R,108,STX Entertainment,"$5,000,000","$43,787,265","$15,191,388","$58,978,653",7.0
1446,Under the Tuscan Sun ,2003,Drama,PG-13,113,Walt Disney Studios Motion Pictures,"$18,000,000","$43,610,723","$15,268,000","$58,878,723",6.7
1447,A Walk Among the Tombstones ,2014,Mystery,R,114,Universal Pictures,"$28,000,000","$26,307,600","$32,526,784","$58,834,384",6.5
1448,Agent Cody Banks ,2003,Romance,PG,102,Metro-Goldwyn-Mayer (MGM),"$28,000,000","$47,938,330","$10,857,484","$58,795,814",5.1
1449,Monster ,2003,Drama,R,109,Newmarket Films,"$8,000,000","$34,469,210","$24,000,000","$58,469,210",7.3
1450,The Tree of Life ,2011,Drama,PG-13,139,Fox Searchlight Pictures,"$32,000,000","$13,303,319","$45,105,928","$58,409,247",6.8
1451,Must Love Dogs ,2005,Comedy,PG-13,98,Warner Bros.,"$30,000,000","$43,894,863","$14,336,657","$58,231,520",5.9
1452,Doom ,2005,Sci-Fi,R,105,Universal Pictures,"$60,000,000","$28,212,337","$29,859,782","$58,072,119",5.2
1453,Bowling for Columbine ,2002,Crime,R,120,United Artists,"$4,000,000","$21,576,018","$36,432,405","$58,008,423",8.0
1454,Sky Captain and the World of Tomorrow ,2004,Mystery,PG,106,Paramount Pictures,"$70,000,000","$37,762,677","$20,184,359","$57,947,036",6.1
1455,Aliens in the Attic ,2009,Adventure,PG,86,Twentieth Century Fox,"$45,000,000","$25,200,412","$32,680,644","$57,881,056",5.4
1456,Dolphin Tale 2 ,2014,Drama,PG,107,Warner Bros.,"$36,000,000","$42,024,533","$15,800,000","$57,824,533",6.4
1457,Nine Lives ,2016,Drama,PG,87,EuropaCorp,"$30,000,000","$19,700,032","$38,114,413","$57,814,445",5.3
1458,Heartbreakers ,2001,Comedy,PG-13,123,Metro-Goldwyn-Mayer (MGM),"$35,000,000","$40,336,607","$17,419,801","$57,756,408",6.2
1459,That's My Boy ,2012,Comedy,R,116,Sony Pictures Entertainment (SPE),"$70,000,000","$36,931,089","$20,788,004","$57,719,093",5.5
1460,Cellular ,2004,Crime,PG-13,94,New Line Cinema,"$25,000,000","$32,003,620","$25,674,701","$57,678,321",6.5
1461,Ready or Not ,2019,Comedy,R,95,Fox Searchlight Pictures,"$6,000,000","$28,714,231","$28,901,546","$57,615,777",6.9
1462,Drumline ,2002,Music,PG-13,118,Twentieth Century Fox,"$20,000,000","$56,399,184","$1,189,301","$57,588,485",5.9
1463,Derailed ,2005,Thriller,R,108,The Weinstein Company,"$22,000,000","$36,024,076","$21,455,000","$57,479,076",6.6
1464,The Mist ,2007,Thriller,R,126,MGM/Weinstein,"$18,000,000","$25,594,957","$31,875,263","$57,470,220",7.1
1465,Smokin' Aces ,2007,Comedy,R,109,Universal Pictures,"$17,000,000","$35,787,686","$21,445,193","$57,232,879",6.6
1466,Walking Tall ,2004,Action,PG-13,86,Metro-Goldwyn-Mayer (MGM),"$46,000,000","$46,437,717","$10,786,173","$57,223,890",6.3
1467,Prom Night ,2008,Mystery,PG-13,88,Screen Gems,"$20,000,000","$43,869,350","$13,328,526","$57,197,876",3.9
1468,She's the Man ,2006,Romance,PG-13,105,DreamWorks,"$20,000,000","$33,741,133","$23,453,534","$57,194,667",6.4
1469,Killer Elite ,2011,Crime,R,116,Open Road Films (II),"$70,000,000","$25,124,966","$31,959,556","$57,084,522",6.4
1470,The 15:17 to Paris ,2018,Thriller,PG-13,94,Warner Bros.,"$30,000,000","$36,276,286","$20,800,000","$57,076,286",5.3
1471,Elektra ,2005,Adventure,PG-13,97,Twentieth Century Fox,"$43,000,000","$24,409,722","$32,585,924","$56,995,646",4.7
1472,Murder by Numbers ,2002,Thriller,R,115,Warner Bros.,"$50,000,000","$31,945,749","$24,768,398","$56,714,147",6.2
1473,Cradle 2 the Grave ,2003,Crime,R,101,Warner Bros.,"$25,000,000","$34,712,347","$21,777,211","$56,489,558",5.8
1474,Frida ,2002,Biography,R,123,Miramax,"$12,000,000","$25,885,000","$30,413,474","$56,298,474",7.3
1475,Kicking & Screaming ,2005,Comedy,PG,95,Universal Pictures,"$45,000,000","$52,842,724","$3,227,709","$56,070,433",5.6
1476,Remember Me ,2010,Drama,PG-13,113,Summit Entertainment,"$16,000,000","$19,068,240","$36,964,649","$56,032,889",7.1
1477,Dallas Buyers Club ,2013,Drama,R,117,Focus Features,"$5,000,000","$27,298,285","$28,438,303","$55,736,588",7.9
1478,All Eyez on Me ,2017,Music,R,139,Lionsgate,"$40,000,000","$44,922,302","$10,746,396","$55,668,698",5.9
1479,Cop Out ,2010,Action,R,107,Warner Bros.,"$30,000,000","$44,875,481","$10,735,520","$55,611,001",5.5
1480,The Lizzie McGuire Movie ,2003,Music,PG,94,Walt Disney Studios Motion Pictures,"$17,000,000","$42,734,455","$12,800,000","$55,534,455",5.5
1481,Out of Time ,2003,Drama,PG-13,105,Metro-Goldwyn-Mayer (MGM),"$50,000,000","$41,088,845","$14,406,718","$55,495,563",6.5
1482,Spanglish ,2004,Comedy,PG-13,131,Sony Pictures Entertainment (SPE),"$80,000,000","$42,726,869","$12,743,285","$55,470,154",6.4
1483,Silent Hill: Revelation ,2012,Action,R,95,Open Road Films (II),"$20,000,000","$17,529,157","$37,833,548","$55,362,705",4.9
1484,Rugrats Go Wild ,2003,Family,PG,81,Paramount Pictures,"$25,000,000","$39,402,572","$15,847,924","$55,250,496",5.6
1485,The Ant Bully ,2006,Family,PG,88,Warner Bros.,"$50,000,000","$28,142,535","$27,038,594","$55,181,129",5.8
1486,The Mothman Prophecies ,2002,Mystery,PG-13,119,Screen Gems,"$32,000,000","$35,746,370","$19,411,169","$55,157,539",6.4
1487,End of Watch ,2012,Crime,R,109,Open Road Films (II),"$7,000,000","$41,003,371","$14,074,775","$55,078,146",7.6
1488,Hellboy ,2019,Action,R,120,Lionsgate,"$50,000,000","$21,903,748","$33,160,942","$55,064,690",6.8
1489,We Own the Night ,2007,Thriller,R,117,Sony Pictures Entertainment (SPE),"$21,000,000","$28,563,179","$26,470,588","$55,033,767",6.8
1490,The Messengers ,2007,Horror,PG-13,90,Screen Gems,"$16,000,000","$35,374,833","$19,635,826","$55,010,659",5.3
1491,Downsizing ,2017,Sci-Fi,R,135,Paramount Pictures,"$68,000,000","$24,449,754","$30,554,136","$55,003,890",5.8
1492,Analyze That ,2002,Comedy,R,96,Warner Bros.,"$60,000,000","$32,130,627","$22,872,508","$55,003,135",5.9
1493,The Three Stooges ,2012,Comedy,PG,92,Twentieth Century Fox,"$30,000,000","$44,338,224","$10,481,077","$54,819,301",5.1
1494,The Crazies ,2010,Mystery,R,101,Overture Films,"$20,000,000","$39,123,589","$15,683,234","$54,806,823",6.5
1495,Driven ,2001,Drama,PG-13,116,Warner Bros.,"$94,000,000","$32,720,065","$22,024,673","$54,744,738",4.6
1496,The Punisher ,2004,Action,R,124,Lionsgate,"$33,000,000","$33,810,189","$20,889,916","$54,700,105",8.4
1497,Open Water ,2004,Thriller,R,79,Lionsgate,"$500,000","$30,610,863","$24,072,624","$54,683,487",5.8
1498,"Good Night, and Good Luck. ",2005,Drama,PG,93,Warner Independent Pictures (WIP),"$7,000,000","$31,558,003","$23,083,188","$54,641,191",7.4
1499,Milk ,2008,Drama,R,128,Focus Features,"$20,000,000","$31,841,299","$22,748,259","$54,589,558",7.5
1500,No Good Deed ,2014,Thriller,PG-13,84,Screen Gems,"$13,200,000","$52,543,632","$1,779,578","$54,323,210",5.6
1501,The Five-Year Engagement ,2012,Romance,R,124,Universal Pictures,"$30,000,000","$28,835,528","$25,333,835","$54,169,363",6.2
1502,Nine ,2009,Musical,PG-13,118,The Weinstein Company,"$80,000,000","$19,676,965","$34,327,985","$54,004,950",5.8
1503,Peppermint ,2018,Drama,R,101,STX Entertainment,"$25,000,000","$35,418,723","$18,500,000","$53,918,723",6.5
1504,Long Shot ,2019,Comedy,R,125,Lionsgate,"$40,000,000","$30,316,271","$23,557,538","$53,873,809",6.8
1505,Stranger Than Fiction ,2006,Comedy,PG-13,113,Sony Pictures Entertainment (SPE),"$30,000,000","$40,660,952","$12,992,272","$53,653,224",7.5
1506,Sinister 2 ,2015,Thriller,R,97,Focus Features,"$10,000,000","$27,740,955","$25,588,195","$53,329,150",5.3
1507,Æon Flux ,2005,Sci-Fi,PG-13,93,Paramount Pictures,"$62,000,000","$25,874,337","$27,447,336","$53,321,673",5.4
1508,Radio ,2003,Biography,PG,109,Revolution Studios,"$35,000,000","$52,333,738","$959,890","$53,293,628",6.9
1509,3 Days to Kill ,2014,Thriller,PG-13,117,Relativity Media,"$28,000,000","$30,697,999","$22,562,231","$53,260,230",6.2
1510,Pitch Black ,2000,Thriller,R,109,USA Films,"$23,000,000","$39,240,659","$13,947,000","$53,187,659",7.0
1511,Delivery Man ,2013,Comedy,PG-13,105,Walt Disney Studios Motion Pictures,"$26,000,000","$30,664,106","$22,456,240","$53,120,346",6.3
1512,Big Fat Liar ,2002,Family,PG,88,Universal Pictures,"$15,000,000","$48,360,547","$4,609,467","$52,970,014",5.5
1513,Untraceable ,2008,Mystery,R,101,Screen Gems,"$35,000,000","$28,687,835","$24,245,678","$52,933,513",6.2
1514,Pooh's Heffalump Movie ,2005,Mystery,G,68,Walt Disney Studios Motion Pictures,"$20,000,000","$18,098,433","$34,760,000","$52,858,433",6.4
1515,From Paris with Love ,2010,Crime,R,92,Lionsgate,"$52,000,000","$24,077,427","$28,753,524","$52,830,951",6.4
1516,The Boy Next Door ,2015,Thriller,R,91,Universal Pictures,"$4,000,000","$35,423,380","$17,002,475","$52,425,855",4.7
1517,The Night Before ,2015,Fantasy,R,101,Sony Pictures Entertainment (SPE),"$25,000,000","$43,047,372","$9,348,624","$52,395,996",6.4
1518,Dragonfly ,2002,Thriller,PG-13,104,Universal Pictures,"$60,000,000","$30,323,400","$22,000,000","$52,323,400",6.1
1519,One Hour Photo ,2002,Drama,R,96,Fox Searchlight Pictures,"$12,000,000","$31,597,131","$20,626,175","$52,223,306",6.8
1520,Patriots Day ,2016,Crime,R,133,Lionsgate,"$45,000,000","$31,886,361","$20,299,390","$52,185,751",7.3
1521,Elizabethtown ,2005,Romance,PG-13,123,Paramount Pictures,"$45,000,000","$26,850,426","$25,313,590","$52,164,016",6.3
1522,Teen Titans GO! To the Movies ,2018,Sci-Fi,PG,84,Warner Bros.,"$10,000,000","$29,790,236","$22,300,000","$52,090,236",6.7
1523,Hanging Up ,2000,Comedy,PG-13,94,Sony Pictures Entertainment (SPE),"$60,000,000","$36,050,230","$15,829,814","$51,880,044",4.8
1524,Blue Crush ,2002,Romance,PG-13,104,Universal Pictures,"$25,000,000","$40,390,647","$11,453,032","$51,843,679",5.7
1525,Enough ,2002,Thriller,PG-13,115,Sony Pictures Entertainment (SPE),"$38,000,000","$40,007,742","$11,798,442","$51,806,184",5.8
1526,The Texas Chainsaw Massacre: The Beginning ,2006,Horror,R,91,New Line Cinema,"$16,000,000","$39,517,763","$12,246,643","$51,764,406",5.8
1527,Slender Man ,2018,Thriller,PG-13,93,Screen Gems,"$10,000,000","$30,569,484","$21,169,065","$51,738,549",3.2
1528,Doubt ,2008,Mystery,PG-13,104,Miramax,"$20,000,000","$33,446,470","$18,253,514","$51,699,984",7.5
1529,Daybreakers ,2010,Thriller,R,98,Lionsgate,"$20,000,000","$30,101,577","$21,314,887","$51,416,464",6.4
1530,Breaking In ,2018,Thriller,PG-13,88,Universal Pictures,"$6,000,000","$46,840,590","$4,571,030","$51,411,620",5.5
1531,I Spy ,2002,Action,PG-13,97,Sony Pictures Entertainment (SPE),"$70,000,000","$33,561,137","$17,825,340","$51,386,477",5.4
1532,Hot Pursuit ,2015,Comedy,PG-13,87,Warner Bros.,"$35,000,000","$34,580,201","$16,800,000","$51,380,201",5.1
1533,Meet Dave ,2008,Family,PG,90,Twentieth Century Fox,"$60,000,000","$11,803,254","$39,536,313","$51,339,567",5.1
1534,Defiance ,2008,Thriller,R,137,Paramount Vantage,"$32,000,000","$28,644,813","$22,617,938","$51,262,751",7.1
1535,Once Upon a Deadpool ,2018,Comedy,R,119,Twentieth Century Fox,"$110,000,000","$6,100,309","$45,147,259","$51,247,568",
