,title_without_year,year,main_genre,MPAA-Rating,Runtime,Distributor,Budget_$,Domestic_$,International_$,total_revenue_$
1438,Space Chimps ,2008,Animation,,81,Twentieth Century Fox,"$37,000,000","$30,105,968","$34,991,725","$65,097,693"
932,Zathura: A Space Adventure ,2005,Fantasy,PG,101,Sony Pictures Entertainment (SPE),"$65,000,000","$29,258,869","$35,820,235","$65,079,104"
327,K-PAX ,2001,Mystery,PG-13,120,Universal Pictures,"$68,000,000","$50,338,485","$14,663,000","$65,001,485"
1051,The Benchwarmers ,2006,Sport,PG-13,85,Revolution Studios,"$33,000,000","$59,843,754","$5,118,875","$64,962,629"
1298,Lions for Lambs ,2007,Mystery,R,92,United Artists,"$35,000,000","$15,002,854","$49,808,686","$64,811,540"
1730,Hot Tub Time Machine ,2010,Comedy,R,101,Metro-Goldwyn-Mayer (MGM),"$36,000,000","$50,287,556","$14,448,196","$64,735,752"
2334,God's Not Dead ,2014,Drama,PG,113,Freestyle Releasing,"$2,000,000","$60,755,732","$3,912,142","$64,667,874"
1944,The Darkest Hour ,2011,Sci-Fi,PG-13,89,Summit Entertainment,"$30,000,000","$21,443,494","$43,183,292","$64,626,786"
3175,Happy Death Day 2U ,2019,Comedy,PG-13,100,Universal Pictures,"$9,000,000","$28,148,130","$36,452,022","$64,600,152"
1389,Baby Mama ,2008,Romance,PG-13,99,Universal Pictures,"$30,000,000","$60,494,212","$3,950,501","$64,444,713"
333,Kiss of the Dragon ,2001,Action,R,98,Twentieth Century Fox,"$25,000,000","$36,845,124","$27,592,723","$64,437,847"
2690,Fences ,2016,Drama,PG-13,139,Paramount Pictures,"$24,000,000","$57,682,904","$6,731,857","$64,414,761"
2672,The Boy ,2016,Mystery,PG-13,97,STX Entertainment,"$10,000,000","$35,819,556","$28,368,811","$64,188,367"
1886,Hanna ,2011,Adventure,PG-13,111,Focus Features,"$30,000,000","$40,259,119","$23,522,959","$63,782,078"
416,High Crimes ,2002,Crime,PG-13,115,Twentieth Century Fox,"$42,000,000","$41,543,917","$22,237,893","$63,781,810"
1579,Precious ,2009,Drama,R,110,Lionsgate,"$10,000,000","$47,566,524","$16,083,005","$63,649,529"
1875,Footloose ,2011,Romance,PG-13,113,Paramount Pictures,"$24,000,000","$51,802,742","$11,740,586","$63,543,328"
1927,Conan the Barbarian ,2011,Adventure,R,113,Lionsgate,"$90,000,000","$21,295,021","$42,228,262","$63,523,283"
1900,Colombiana ,2011,Thriller,PG-13,108,TriStar Pictures,"$40,000,000","$36,665,854","$26,792,586","$63,458,440"
1044,Madea's Family Reunion ,2006,Comedy,PG-13,107,Lionsgate,"$6,000,000","$63,318,000","$50,939","$63,368,939"
2219,The Host ,2013,Adventure,PG-13,125,Open Road Films (II),"$40,000,000","$26,627,201","$36,738,658","$63,365,859"
597,Jeepers Creepers 2 ,2003,Horror,R,106,United Artists,"$17,000,000","$35,667,218","$27,435,448","$63,102,666"
2513,Unfriended ,2015,Thriller,R,83,Universal Pictures,"$1,000,000","$32,482,090","$30,400,000","$62,882,090"
2842,The Mountain Between Us ,2017,Action,PG-13,112,Twentieth Century Fox,"$35,000,000","$30,348,555","$32,483,654","$62,832,209"
2827,The Star ,2017,Animation,PG,86,Sony Pictures Entertainment (SPE),"$20,000,000","$40,852,824","$21,960,150","$62,812,974"
1627,Inkheart ,2009,Family,PG,106,Warner Bros.,"$60,000,000","$17,303,424","$45,499,756","$62,803,180"
2671,The Nice Guys ,2016,Thriller,R,116,Warner Bros.,"$50,000,000","$36,261,763","$26,526,455","$62,788,218"
2037,Beauty and the Beast ,2012,Fantasy,,84,Walt Disney Studios Motion Pictures,"$25,000,000","$47,617,067","$15,150,762","$62,767,829"
2235,Runner Runner ,2013,Thriller,R,88,Twentieth Century Fox,"$30,000,000","$19,316,646","$43,358,449","$62,675,095"
228,Snow Day ,2000,Family,PG,89,Paramount Pictures,"$13,000,000","$60,020,107","$2,444,624","$62,464,731"
1577,Year One ,2009,Comedy,PG-13,97,Sony Pictures Entertainment (SPE),"$60,000,000","$43,337,279","$19,020,621","$62,357,900"
410,Like Mike ,2002,Family,PG,99,Twentieth Century Fox,"$30,000,000","$51,432,760","$10,842,020","$62,274,780"
250,28 Days ,2000,Comedy,PG-13,103,Sony Pictures Entertainment (SPE),"$43,000,000","$37,170,488","$25,028,457","$62,198,945"
349,Captain Corelli's Mandolin ,2001,War,R,131,Universal Pictures,"$57,000,000","$25,543,895","$36,569,000","$62,112,895"
1094,Snakes on a Plane ,2006,Action,R,105,New Line Cinema,"$33,000,000","$34,020,814","$28,001,200","$62,022,014"
727,Friday Night Lights ,2004,Action,PG-13,118,Universal Pictures,"$30,000,000","$61,255,921","$694,849","$61,950,770"
954,Valiant ,2005,Family,G,76,Walt Disney Studios Motion Pictures,"$35,000,000","$19,478,106","$42,268,782","$61,746,888"
2511,Woman in Gold ,2015,Biography,PG-13,109,The Weinstein Company,"$11,000,000","$33,307,793","$28,311,980","$61,619,773"
1586,Ninja Assassin ,2009,Thriller,R,99,Warner Bros.,"$40,000,000","$38,122,883","$23,478,397","$61,601,280"
2395,The Legend of Hercules ,2014,Action,PG-13,99,Lionsgate,"$70,000,000","$18,848,538","$42,430,914","$61,279,452"
2564,The Walk ,2015,Adventure,PG,123,TriStar Pictures,"$35,000,000","$10,137,502","$51,044,440","$61,181,942"
432,Crossroads ,2002,Comedy,PG-13,93,Paramount Pictures,"$12,000,000","$37,191,304","$23,949,726","$61,141,030"
3152,Ma ,2019,Horror,R,99,Universal Pictures,"$5,000,000","$45,896,028","$15,209,644","$61,105,672"
1133,Marie Antoinette ,2006,Romance,PG-13,123,Sony Pictures Entertainment (SPE),"$40,000,000","$15,962,471","$44,954,718","$60,917,189"
2817,Snatched ,2017,Comedy,R,90,Twentieth Century Fox,"$42,000,000","$45,852,178","$14,993,533","$60,845,711"
2217,Kick-Ass 2 ,2013,Comedy,R,103,Universal Pictures,"$28,000,000","$28,795,985","$32,000,000","$60,795,985"
1800,127 Hours ,2010,Biography,R,94,Fox Searchlight Pictures,"$18,000,000","$18,335,230","$42,403,567","$60,738,797"
1596,500 Days of Summer ,2009,Comedy,PG-13,95,Fox Searchlight Pictures,"$7,500,000","$32,391,374","$28,331,360","$60,722,734"
466,The Wild Thornberrys ,2002,Adventure,PG,85,Paramount Pictures,"$25,000,000","$40,108,697","$20,586,040","$60,694,737"
1719,Why Did I Get Married Too? ,2010,Romance,PG-13,121,Lionsgate,"$20,000,000","$60,095,852","$578,120","$60,673,972"
1791,The Ghost Writer ,2010,Mystery,PG-13,128,Summit Entertainment,"$45,000,000","$15,541,549","$44,789,898","$60,331,447"
1721,Secretariat ,2010,Family,PG,123,Walt Disney Studios Motion Pictures,"$35,000,000","$59,713,955","$607,906","$60,321,861"
2487,The Perfect Guy ,2015,Thriller,PG-13,100,Screen Gems,"$12,000,000","$57,027,435","$3,245,738","$60,273,173"
1610,The International ,2009,Thriller,R,118,Sony Pictures Entertainment (SPE),"$50,000,000","$25,450,527","$34,803,316","$60,253,843"
2203,A Haunted House ,2013,Fantasy,R,86,Open Road Films (II),"$2,500,000","$40,041,683","$20,117,901","$60,159,584"
2234,Beautiful Creatures ,2013,Fantasy,PG-13,124,Warner Bros.,"$60,000,000","$19,452,138","$40,600,000","$60,052,138"
964,Son of the Mask ,2005,Fantasy,PG,94,New Line Cinema,"$84,000,000","$17,018,422","$42,963,126","$59,981,548"
251,Keeping the Faith ,2000,Comedy,PG-13,128,Walt Disney Studios Motion Pictures,"$29,000,000","$37,047,880","$22,897,303","$59,945,183"
230,Next Friday ,2000,Comedy,R,98,New Line Cinema,"$11,000,000","$57,328,603","$2,498,725","$59,827,328"
253,The Flintstones in Viva Rock Vegas ,2000,Sci-Fi,PG,90,Universal Pictures,"$83,000,000","$35,268,275","$24,200,000","$59,468,275"
2500,The Gift ,2015,Thriller,R,108,STX Entertainment,"$5,000,000","$43,787,265","$15,191,388","$58,978,653"
584,Under the Tuscan Sun ,2003,Comedy,PG-13,113,Walt Disney Studios Motion Pictures,"$18,000,000","$43,610,723","$15,268,000","$58,878,723"
577,Agent Cody Banks ,2003,Family,PG,102,Metro-Goldwyn-Mayer (MGM),"$28,000,000","$47,938,330","$10,857,484","$58,795,814"
755,Monster ,2003,Crime,R,109,Newmarket Films,"$8,000,000","$34,469,210","$24,000,000","$58,469,210"
1941,The Tree of Life ,2011,Fantasy,PG-13,139,Fox Searchlight Pictures,"$32,000,000","$13,303,319","$45,105,928","$58,409,247"
905,Must Love Dogs ,2005,Romance,PG-13,98,Warner Bros.,"$30,000,000","$43,894,863","$14,336,657","$58,231,520"
931,Doom ,2005,Action,R,105,Universal Pictures,"$60,000,000","$28,212,337","$29,859,782","$58,072,119"
483,Bowling for Columbine ,2002,Crime,R,120,United Artists,"$4,000,000","$21,576,018","$36,432,405","$58,008,423"
751,Sky Captain and the World of Tomorrow ,2004,Sci-Fi,PG,106,Paramount Pictures,"$70,000,000","$37,762,677","$20,184,359","$57,947,036"
1612,Aliens in the Attic ,2009,Fantasy,PG,86,Twentieth Century Fox,"$45,000,000","$25,200,412","$32,680,644","$57,881,056"
2703,Nine Lives ,2016,Family,PG,87,EuropaCorp,"$30,000,000","$19,700,032","$38,114,413","$57,814,445"
331,Heartbreakers ,2001,Crime,PG-13,123,Metro-Goldwyn-Mayer (MGM),"$35,000,000","$40,336,607","$17,419,801","$57,756,408"
2055,That's My Boy ,2012,Comedy,R,116,Sony Pictures Entertainment (SPE),"$70,000,000","$36,931,089","$20,788,004","$57,719,093"
761,Cellular ,2004,Thriller,PG-13,94,New Line Cinema,"$25,000,000","$32,003,620","$25,674,701","$57,678,321"
3174,Ready or Not ,2019,Comedy,R,95,Fox Searchlight Pictures,"$6,000,000","$28,714,231","$28,901,546","$57,615,777"
428,Drumline ,2002,Comedy,PG-13,118,Twentieth Century Fox,"$20,000,000","$56,399,184","$1,189,301","$57,588,485"
915,Derailed ,2005,Thriller,R,108,The Weinstein Company,"$22,000,000","$36,024,076","$21,455,000","$57,479,076"
1264,The Mist ,2007,Thriller,R,126,MGM/Weinstein,"$18,000,000","$25,594,957","$31,875,263","$57,470,220"
1242,Smokin' Aces ,2007,Thriller,R,109,Universal Pictures,"$17,000,000","$35,787,686","$21,445,193","$57,232,879"
743,Walking Tall ,2004,Action,PG-13,86,Metro-Goldwyn-Mayer (MGM),"$46,000,000","$46,437,717","$10,786,173","$57,223,890"
